actividad,cantidad,estatus,pais,genero
Animal Sales,600,in_repayment,Ecuador,F
Clothing Sales,600,paid,Zimbabwe,M
Recycled Materials,250,in_repayment,Philippines,F
Farming,0,refunded,Uganda,M
Farming,1000,in_repayment,Cambodia,M
Farming,125,in_repayment,Philippines,F
General Store,375,paid,Philippines,F
Farming,0,refunded,Uganda,M
General Store,125,paid,Philippines,F
General Store,125,paid,Philippines,F
General Store,675,paid,Philippines,F
Clothing Sales,3175,in_repayment,Ukraine,M
Higher education costs,300,paid,Colombia,F
Higher education costs,300,paid,Colombia,F
Farming,1200,paid,Uganda,M
Animal Sales,350,in_repayment,Kenya,F
Food Production/Sales,475,in_repayment,Guatemala,F
Pigs,225,paid,Philippines,F
Personal Medical Expenses,1200,in_repayment,Lebanon,F
Cereals,675,in_repayment,Philippines,F
Shoe Sales,250,in_repayment,Kenya,M
General Store,125,in_repayment,Philippines,F
Fish Selling,275,paid,Philippines,F
Beauty Salon,400,paid,Philippines,F
Charcoal Sales,450,paid,Philippines,F
Fish Selling,225,paid,Philippines,F
Education provider,1825,in_repayment,Armenia,F
Vehicle,1500,in_repayment,Cambodia,F
Services,4225,in_repayment,Ukraine,M
Fish Selling,225,paid,Philippines,F
Farming,0,refunded,Uganda,M
Farming,0,refunded,Uganda,M
General Store,675,paid,Philippines,F
General Store,275,paid,Philippines,F
Animal Sales,525,paid,Guatemala,F
Food,900,in_repayment,Philippines,M
Home Products Sales,450,paid,Philippines,F
General Store,225,paid,Philippines,F
Personal Housing Expenses,400,in_repayment,El Salvador,M
Personal Housing Expenses,625,in_repayment,Tajikistan,F
Motorcycle Transport,675,paid,Philippines,M
Used Clothing,875,paid,Philippines,F
Farming,0,refunded,Uganda,F
Farming,0,refunded,Uganda,M
Personal Purchases,625,paid,Tajikistan,F
Farming,0,refunded,Uganda,M
Animal Sales,525,in_repayment,Kenya,F
Higher education costs,1525,in_repayment,Paraguay,F
Secretarial Services,250,paid,Kenya,F
Higher education costs,200,in_repayment,Philippines,M
General Store,350,paid,Philippines,F
Clothing Sales,425,paid,Philippines,F
General Store,375,paid,Philippines,F
Pigs,275,in_repayment,Philippines,F
General Store,150,paid,Philippines,F
Farming,625,in_repayment,Cambodia,F
Farming,2250,paid,Uganda,M
Farming,0,refunded,Uganda,M
Higher education costs,1525,in_repayment,Paraguay,F
Pigs,375,paid,Philippines,F
Spare Parts,600,in_repayment,Kenya,F
Farming,0,refunded,Uganda,F
Farming,1150,in_repayment,Cambodia,F
Construction Supplies,900,in_repayment,Cambodia,F
General Store,225,paid,Philippines,F
Tailoring,250,in_repayment,Kenya,M
Pigs,225,paid,Philippines,F
Farming,625,in_repayment,Cambodia,F
Farming,400,in_repayment,Cambodia,F
Food Stall,1475,in_repayment,Bolivia,F
Cafe,3175,in_repayment,Ukraine,F
Pigs,675,in_repayment,Cambodia,F
Motorcycle Transport,250,paid,Kenya,M
Farming,0,refunded,Uganda,M
Home Products Sales,3175,in_repayment,Ukraine,F
Food Market,425,in_repayment,Tajikistan,F
Sewing,1575,in_repayment,Tajikistan,F
Grocery Store,425,in_repayment,Honduras,F
Transportation,450,paid,Philippines,F
Services,225,paid,Philippines,F
Farming,450,in_repayment,Cambodia,F
Personal Housing Expenses,500,in_repayment,El Salvador,F
Taxi,1500,paid,Bolivia,M
Fish Selling,600,paid,Ghana,F
General Store,300,in_repayment,Sierra Leone,F
Farming,0,refunded,Uganda,F
Animal Sales,1250,paid,Tajikistan,M
Food Market,1475,paid,Rwanda,M
Pigs,225,paid,Philippines,F
Animal Sales,1050,in_repayment,Tajikistan,F
Charcoal Sales,250,in_repayment,Kenya,M
Cafe,350,in_repayment,Kenya,F
Agriculture,0,refunded,Uganda,M
Personal Housing Expenses,2550,in_repayment,Ukraine,M
General Store,350,paid,Philippines,F
Higher education costs,1000,in_repayment,Tajikistan,M
Home Energy,300,in_repayment,Cambodia,F
Livestock,500,in_repayment,Ecuador,M
Cereals,250,in_repayment,Kenya,F
Personal Purchases,750,in_repayment,Ukraine,F
Higher education costs,550,paid,Tajikistan,M
Dairy,1500,in_repayment,Ecuador,M
Furniture Making,200,paid,Philippines,F
Beauty Salon,450,paid,Turkey,F
Cosmetics Sales,250,in_repayment,Kenya,F
General Store,225,in_repayment,Philippines,F
Fruits & Vegetables,1100,paid,Ghana,F
Cafe,2325,in_repayment,Ukraine,M
Farming,425,in_repayment,Tajikistan,F
Cosmetics Sales,725,in_repayment,Armenia,F
Used Clothing,925,paid,Ghana,F
Home Appliances,375,paid,Armenia,F
Movie Tapes & DVDs,950,in_repayment,Tajikistan,M
Animal Sales,1050,in_repayment,Tajikistan,F
Farming,350,in_repayment,Kenya,F
Personal Housing Expenses,1525,in_repayment,Mexico,M
Beauty Salon,975,in_repayment,Armenia,F
Food,400,in_repayment,Nicaragua,F
General Store,675,paid,Philippines,F
Food Production/Sales,175,paid,Philippines,F
Fruits & Vegetables,250,in_repayment,Kenya,F
Higher education costs,250,paid,Armenia,F
Fish Selling,250,in_repayment,Kenya,F
Poultry,250,paid,Kenya,F
Farming,0,refunded,Uganda,M
Beauty Salon,2075,in_repayment,Armenia,F
Used Clothing,300,in_repayment,Georgia,F
Taxi,850,in_repayment,Armenia,M
Animal Sales,1500,in_repayment,Ecuador,F
Livestock,1000,in_repayment,Ecuador,M
Fish Selling,400,paid,Ghana,F
Dairy,600,in_repayment,Ecuador,F
Livestock,1000,in_repayment,Ecuador,M
Clothing Sales,125,in_repayment,Kenya,F
Farm Supplies,1375,in_repayment,Nicaragua,F
Farming,1200,in_repayment,Uganda,M
Sewing,425,in_repayment,Pakistan,F
Sewing,425,in_repayment,Pakistan,F
Cloth & Dressmaking Supplies,425,in_repayment,Pakistan,F
Rickshaw,475,in_repayment,Pakistan,F
Food,425,in_repayment,Pakistan,F
Dairy,1000,in_repayment,Ecuador,F
Clothing Sales,725,in_repayment,Armenia,F
Farming,625,in_repayment,Armenia,M
Farming,0,refunded,Uganda,F
Milk Sales,425,in_repayment,Pakistan,F
Cloth & Dressmaking Supplies,425,in_repayment,Pakistan,F
Personal Purchases,975,in_repayment,Armenia,M
Weaving,600,in_repayment,Kenya,F
Personal Housing Expenses,325,paid,Uganda,M
Retail,600,in_repayment,Kenya,F
Tailoring,475,in_repayment,Pakistan,F
Farming,375,in_repayment,Armenia,F
Animal Sales,350,in_repayment,Kenya,F
Home Products Sales,475,in_repayment,Pakistan,F
Farming,2000,in_repayment,Azerbaijan,M
Food Production/Sales,150,paid,Mali,F
Retail,550,paid,Mali,F
Personal Housing Expenses,1000,in_repayment,Nicaragua,F
Motorcycle Transport,600,in_repayment,Kenya,M
Food Production/Sales,250,in_repayment,Kenya,F
Crafts,450,in_repayment,Turkey,F
Cloth & Dressmaking Supplies,425,in_repayment,Pakistan,F
Vehicle Repairs,1500,in_repayment,El Salvador,M
Farm Supplies,1000,in_repayment,Nicaragua,M
Construction Supplies,600,in_repayment,Kenya,M
Grocery Store,600,in_repayment,Kenya,F
Grocery Store,350,in_repayment,Kenya,F
Dairy,1000,in_repayment,Albania,F
Food Market,425,in_repayment,Pakistan,F
Sewing,1000,in_repayment,El Salvador,F
Tailoring,350,in_repayment,Kenya,F
Fruits & Vegetables,350,in_repayment,Kenya,F
Retail,600,in_repayment,Kenya,F
Food Production/Sales,375,in_repayment,Turkey,F
Personal Housing Expenses,2000,in_repayment,Albania,F
Personal Housing Expenses,1500,in_repayment,Albania,M
Shoe Sales,1025,paid,Mexico,M
Clothing Sales,600,in_repayment,Kenya,M
Primary/secondary school costs,125,in_repayment,Kenya,F
Fruits & Vegetables,600,in_repayment,Kenya,F
Hardware,475,in_repayment,Kenya,F
Wedding Expenses,1600,in_repayment,Albania,M
Food Production/Sales,600,in_repayment,Kenya,F
Agriculture,1300,in_repayment,Honduras,F
Agriculture,1700,in_repayment,Armenia,F
Personal Housing Expenses,1000,in_repayment,Albania,F
Construction,250,in_repayment,Kenya,F
Home Products Sales,425,in_repayment,Pakistan,F
Funeral Expenses,2000,in_repayment,Albania,M
Dairy,2950,in_repayment,Azerbaijan,F
Personal Housing Expenses,600,in_repayment,El Salvador,M
Wedding Expenses,1700,in_repayment,Armenia,F
Primary/secondary school costs,475,in_repayment,Kenya,F
Retail,600,paid,Kenya,F
Tailoring,350,in_repayment,Kenya,F
Motorcycle Transport,350,in_repayment,Kenya,F
Fruits & Vegetables,525,in_repayment,Kenya,F
Food Market,600,in_repayment,Kenya,F
Clothing,1425,paid,Ghana,F
Restaurant,550,paid,Mali,F
Pigs,1700,in_repayment,Armenia,F
Clothing Sales,600,in_repayment,Kenya,F
Motorcycle Transport,1800,paid,Tanzania,F
Food,2425,in_repayment,Armenia,F
Grocery Store,3000,in_repayment,Armenia,F
Farming,1225,in_repayment,Armenia,M
Water Distribution,600,in_repayment,Kenya,F
Restaurant,1175,in_repayment,Kenya,F
Retail,475,paid,Kenya,F
Food Stall,250,in_repayment,Kenya,F
Farming,250,in_repayment,Kenya,F
Clothing Sales,600,in_repayment,Kenya,F
Services,2100,in_repayment,Tanzania,F
Agriculture,1500,in_repayment,Honduras,F
Services,475,in_repayment,Kenya,F
Fruits & Vegetables,0,refunded,Ecuador,F
Animal Sales,625,in_repayment,Pakistan,F
Milk Sales,525,in_repayment,Pakistan,F
Manufacturing,525,in_repayment,Pakistan,F
Food,425,in_repayment,Pakistan,F
Food Market,1450,in_repayment,Armenia,F
Food Production/Sales,3075,in_repayment,Tanzania,F
Weaving,350,in_repayment,Kenya,F
Food Stall,350,in_repayment,Kenya,F
Livestock,1000,in_repayment,Albania,F
Cosmetics Sales,600,paid,Ghana,F
Transportation,525,paid,Pakistan,F
Food Stall,425,in_repayment,Pakistan,F
Cafe,475,in_repayment,Kenya,F
Clothing Sales,475,in_repayment,Kenya,F
Shoe Sales,600,in_repayment,Kenya,F
Retail,600,in_repayment,Kenya,F
Cereals,350,in_repayment,Kenya,F
Agriculture,800,in_repayment,Uganda,F
Livestock,2500,in_repayment,Albania,F
Used Clothing,300,paid,Uganda,F
Fruits & Vegetables,2175,paid,Ghana,M
Recycled Materials,1175,in_repayment,Kenya,F
Fish Selling,125,paid,Sierra Leone,F
Higher education costs,600,in_repayment,Ecuador,M
Fish Selling,700,in_repayment,Kenya,F
Cosmetics Sales,250,in_repayment,Kenya,F
Food Market,125,paid,Sierra Leone,F
Personal Housing Expenses,2000,in_repayment,Albania,F
Clothing Sales,125,paid,Sierra Leone,F
Personal Products Sales,1825,in_repayment,Costa Rica,F
Milk Sales,825,in_repayment,Kenya,F
Clothing Sales,600,in_repayment,Kenya,M
Soft Drinks,200,in_repayment,Liberia,F
Wedding Expenses,1000,in_repayment,Albania,F
Fish Selling,175,in_repayment,Sierra Leone,F
Fruits & Vegetables,175,in_repayment,Sierra Leone,F
Food Market,275,in_repayment,Liberia,F
Fruits & Vegetables,300,in_repayment,El Salvador,F
Food Production/Sales,625,in_repayment,El Salvador,F
Bookstore,2800,paid,Peru,F
General Store,500,in_repayment,El Salvador,F
Food Market,275,in_repayment,Liberia,F
Food Market,225,in_repayment,Liberia,F
Personal Housing Expenses,600,in_repayment,El Salvador,F
Restaurant,175,in_repayment,Sierra Leone,F
Food Market,200,in_repayment,Liberia,F
Bakery,2000,in_repayment,Iraq,M
Food Production/Sales,425,paid,Mali,F
Food Market,325,in_repayment,Sierra Leone,F
Used Clothing,175,in_repayment,Liberia,F
Used Clothing,300,in_repayment,Liberia,F
General Store,225,paid,Philippines,F
Fruits & Vegetables,225,paid,Philippines,F
Charcoal Sales,425,paid,Philippines,F
Food Market,225,in_repayment,Liberia,F
Restaurant,250,in_repayment,Liberia,F
Grocery Store,2500,in_repayment,Iraq,M
Blacksmith,2500,in_repayment,Iraq,M
Food Market,125,in_repayment,Liberia,F
Natural Medicines,325,paid,Philippines,F
Personal Housing Expenses,600,in_repayment,El Salvador,F
Cosmetics Sales,550,in_repayment,Peru,F
Fruits & Vegetables,500,paid,Uganda,F
Personal Housing Expenses,600,in_repayment,El Salvador,F
Personal Housing Expenses,550,in_repayment,El Salvador,F
Fruits & Vegetables,450,paid,Philippines,F
Personal Housing Expenses,550,in_repayment,El Salvador,F
Charcoal Sales,450,paid,Philippines,F
Personal Housing Expenses,550,in_repayment,El Salvador,F
Charcoal Sales,225,in_repayment,Philippines,F
Charcoal Sales,525,paid,Philippines,F
Charcoal Sales,450,paid,Philippines,F
Retail,550,in_repayment,Philippines,M
Fuel/Firewood,250,paid,Philippines,F
Motorcycle Transport,450,paid,Philippines,F
Fishing,400,paid,Philippines,F
Fishing,500,paid,Philippines,F
General Store,350,paid,Philippines,F
Food Production/Sales,275,paid,Philippines,F
Motorcycle Transport,275,paid,Philippines,F
Fishing,375,paid,Philippines,F
General Store,450,paid,Philippines,F
General Store,125,paid,Philippines,F
Fruits & Vegetables,1550,paid,Nicaragua,F
Food,425,in_repayment,Liberia,F
Agriculture,1050,in_repayment,Honduras,F
Charcoal Sales,225,paid,Philippines,F
General Store,125,paid,Philippines,F
General Store,225,paid,Philippines,F
Food Production/Sales,1200,paid,Peru,F
Farming,450,in_repayment,Philippines,F
Fish Selling,1125,in_repayment,Philippines,F
Farm Supplies,225,paid,Philippines,F
Farming,575,in_repayment,Philippines,F
Motorcycle Transport,100,paid,Philippines,M
Grocery Store,275,in_repayment,Philippines,M
Pigs,575,paid,Philippines,F
Manufacturing,75,paid,Philippines,F
Grocery Store,350,in_repayment,Philippines,F
Cosmetics Sales,800,in_repayment,Philippines,F
Grocery Store,225,paid,Philippines,M
Agriculture,275,in_repayment,Philippines,F
Farming,350,paid,Philippines,F
Pigs,75,paid,Philippines,F
General Store,75,paid,Philippines,F
Farming,350,in_repayment,Philippines,F
Farming,75,paid,Philippines,F
Farming,1125,in_repayment,Philippines,F
Retail,1075,paid,Mali,F
Sewing,1025,in_repayment,Bolivia,M
Home Energy,150,in_repayment,Uganda,F
Food Market,2700,in_repayment,Azerbaijan,F
Food Production/Sales,550,paid,Mali,F
Charcoal Sales,275,paid,Mali,F
Milk Sales,475,in_repayment,Kenya,F
Manufacturing,2000,in_repayment,Azerbaijan,M
Motorcycle Transport,825,in_repayment,Kenya,F
Tailoring,475,in_repayment,Kenya,M
Food Production/Sales,475,in_repayment,Kenya,F
Taxi,1025,in_repayment,Azerbaijan,M
Home Products Sales,1175,in_repayment,Kenya,F
Grocery Store,1400,in_repayment,Kenya,F
Higher education costs,1650,in_repayment,India,F
Personal Purchases,850,in_repayment,Yemen,F
Food Production/Sales,1050,in_repayment,Kenya,F
Clothing Sales,750,in_repayment,Yemen,F
Clothing Sales,700,in_repayment,Kenya,F
Higher education costs,1650,in_repayment,India,F
Butcher Shop,1175,in_repayment,Kenya,M
Motorcycle Transport,350,in_repayment,Kenya,M
Fuel/Firewood,475,in_repayment,Kenya,F
Retail,600,in_repayment,Kenya,F
Electronics Sales,1000,in_repayment,Kenya,M
Charcoal Sales,600,in_repayment,Kenya,F
Renewable Energy Products,825,paid,Haiti,M
Renewable Energy Products,900,paid,Indonesia,M
Clothing Sales,350,in_repayment,Kenya,F
Clothing Sales,475,in_repayment,Kenya,F
Health,1000,in_repayment,Ghana,F
Health,1000,in_repayment,Ghana,F
Manufacturing,2275,in_repayment,Mexico,M
Health,800,in_repayment,Zambia,F
Agriculture,600,in_repayment,Kenya,F
Clothing Sales,825,in_repayment,Kenya,F
Clothing Sales,600,in_repayment,Kenya,F
Cattle,1175,in_repayment,Kenya,M
Clothing Sales,600,in_repayment,Kenya,F
Barber Shop,1500,in_repayment,Palestine,M
Food Stall,600,in_repayment,Kenya,F
Shoe Sales,700,in_repayment,Kenya,F
Retail,1075,paid,Senegal,F
Poultry,1600,paid,Senegal,F
Retail,1075,paid,Senegal,F
Retail,1275,paid,Mali,F
Shoe Sales,1375,in_repayment,Nicaragua,M
Agriculture,600,in_repayment,Nicaragua,M
General Store,2375,paid,Guatemala,F
Farming,600,in_repayment,Nicaragua,M
Grocery Store,500,in_repayment,Zimbabwe,F
Food Stall,500,paid,Zimbabwe,F
Cosmetics Sales,500,paid,Zimbabwe,F
Poultry,500,in_repayment,Zimbabwe,F
Agriculture,200,paid,Peru,F
Food,1175,paid,Ecuador,F
Beauty Salon,600,in_repayment,Kenya,F
Personal Housing Expenses,400,in_repayment,Nicaragua,M
Retail,900,paid,Ecuador,F
Pigs,500,paid,Zimbabwe,F
Higher education costs,475,in_repayment,Jordan,F
Higher education costs,900,in_repayment,Jordan,F
Clothing Sales,500,paid,Zimbabwe,F
Clothing Sales,500,in_repayment,Zimbabwe,F
General Store,2900,paid,Bolivia,F
Clothing Sales,1600,in_repayment,El Salvador,F
Used Clothing,8200,paid,The Democratic Republic of the Congo,F
Retail,9200,paid,The Democratic Republic of the Congo,F
Traveling Sales,350,in_repayment,Indonesia,M
Shoe Sales,3575,paid,Bolivia,F
Used Clothing,700,in_repayment,Nicaragua,F
Grocery Store,800,paid,Nicaragua,F
Food Stall,3775,paid,Bolivia,F
Farming,250,in_repayment,Kenya,M
Home Products Sales,500,in_repayment,Zimbabwe,F
Home Products Sales,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Fishing,3475,paid,Bolivia,F
Grocery Store,500,paid,Zimbabwe,F
Poultry,500,in_repayment,Zimbabwe,F
Clothing Sales,500,in_repayment,Zimbabwe,F
Agriculture,500,paid,Zimbabwe,F
Clothing Sales,500,paid,Zimbabwe,F
Poultry,500,paid,Zimbabwe,F
Clothing Sales,500,in_repayment,Zimbabwe,F
Rickshaw,1250,in_repayment,Palestine,M
Phone Repair,3000,in_repayment,Palestine,M
Beauty Salon,2500,in_repayment,Palestine,F
Phone Repair,2000,in_repayment,Palestine,M
Food Market,2300,in_repayment,Palestine,M
Grocery Store,2000,in_repayment,Palestine,M
Grocery Store,2000,in_repayment,Palestine,M
Poultry,2000,in_repayment,Palestine,M
Weaving,1500,in_repayment,Palestine,F
Blacksmith,2500,in_repayment,Palestine,M
Barber Shop,1750,paid,Palestine,M
Retail,3700,paid,The Democratic Republic of the Congo,F
Higher education costs,1175,in_repayment,Jordan,F
Clothing,500,paid,Zimbabwe,F
Personal Housing Expenses,475,paid,Mozambique,F
Personal Housing Expenses,325,in_repayment,Mozambique,F
Personal Housing Expenses,325,in_repayment,Mozambique,F
Personal Housing Expenses,325,in_repayment,Mozambique,F
Agriculture,275,paid,Mozambique,F
Agriculture,475,in_repayment,Kenya,F
Retail,6225,paid,The Democratic Republic of the Congo,F
Higher education costs,1175,in_repayment,Jordan,M
Home Products Sales,475,in_repayment,Jordan,F
Retail,475,in_repayment,Mozambique,F
Agriculture,325,in_repayment,Mozambique,M
Personal Housing Expenses,200,in_repayment,Mozambique,F
Clothing Sales,325,in_repayment,Mozambique,F
Personal Housing Expenses,475,in_repayment,Mozambique,F
Personal Housing Expenses,650,in_repayment,Mozambique,F
Retail,475,in_repayment,Mozambique,F
Retail,950,paid,Mozambique,M
Personal Housing Expenses,450,in_repayment,Mozambique,F
Personal Housing Expenses,325,paid,Mozambique,M
Cattle,2000,in_repayment,Azerbaijan,M
Printing,725,in_repayment,Bolivia,F
Dairy,1175,in_repayment,Bolivia,F
Clothing Sales,1200,in_repayment,Bolivia,F
Agriculture,475,in_repayment,Kenya,F
Pigs,1575,in_repayment,Armenia,M
Home Products Sales,7675,paid,The Democratic Republic of the Congo,F
Cereals,4050,paid,The Democratic Republic of the Congo,F
Shoe Sales,6200,paid,The Democratic Republic of the Congo,F
Retail,8425,paid,The Democratic Republic of the Congo,F
Food Production/Sales,3700,paid,The Democratic Republic of the Congo,F
Livestock,2225,in_repayment,Kyrgyzstan,F
Higher education costs,625,in_repayment,Jordan,F
Animal Sales,600,in_repayment,Jordan,F
Higher education costs,550,in_repayment,Jordan,F
Cosmetics Sales,800,paid,Burkina Faso,F
Food Market,3850,paid,Bolivia,F
Clothing Sales,125,paid,Kenya,F
Charcoal Sales,250,paid,Kenya,F
Retail,250,in_repayment,Kenya,F
Food Production/Sales,2925,paid,The Democratic Republic of the Congo,F
Food Stall,2975,paid,The Democratic Republic of the Congo,M
Clothing Sales,575,in_repayment,Yemen,F
Services,275,in_repayment,Pakistan,F
Butcher Shop,325,in_repayment,Pakistan,F
Retail,475,in_repayment,Pakistan,F
Poultry,2000,in_repayment,Palestine,M
Food Stall,1000,in_repayment,Palestine,M
Souvenir Sales,2000,in_repayment,Palestine,M
Weaving,625,in_repayment,Tajikistan,F
Food,3600,paid,Burundi,M
Fruits & Vegetables,250,paid,Kenya,M
Clothing Sales,125,paid,Kenya,F
Dairy,250,paid,Kenya,M
Food Market,250,in_repayment,Kenya,F
Retail,125,paid,Kenya,F
Food Market,250,paid,Kenya,F
Tailoring,825,paid,Uganda,F
Liquor Store / Off-License,2300,paid,Burundi,F
General Store,3300,paid,Burundi,M
Food,1950,in_repayment,Guatemala,F
Metal Shop,275,in_repayment,Pakistan,F
